-4,-0.00041265,1,1,6,4.064e-05,2.357e-05,1,0,0
-3,-0.00041265,1,1,6,5.157e-05,2.8201e-05,1,0,0
-2,-0.00041265,1,1,6,6.045e-05,3.5811e-05,1,0,0
-1,-0.00041265,1,1,6,8.743e-05,5.3136e-05,1,0,0
0,-0.00041265,1,1,6,8.1965e-05,8.1965e-05,1,0,0
1,-0.00041265,1,1,6,7.65e-05,5.3144e-05,1,0,0
2,-0.00041265,1,1,6,5.225e-05,3.5815e-05,1,0,0
3,-0.00041265,1,1,6,3.893e-05,2.8201e-05,1,0,0
4,-0.00041265,1,1,6,2.8e-05,2.3572e-05,1,0,0
-4,-0.00064813,1,1,6,8.388e-05,5.0432e-05,1,0,0
-3,-0.00064813,1,1,6,0.00010485,6.0339e-05,1,0,0
-2,-0.00064813,1,1,6,0.0001349,7.6623e-05,1,0,0
-1,-0.00064813,1,1,6,0.00017281,0.00011369,1,0,0
0,-0.00064813,1,1,6,0.00017537,0.00017537,1,0,0
1,-0.00064813,1,1,6,0.00017794,0.00011371,1,0,0
2,-0.00064813,1,1,6,0.00012466,7.663e-05,1,0,0
3,-0.00064813,1,1,6,9.05e-05,6.0341e-05,1,0,0
4,-0.00064813,1,1,6,6.66e-05,5.0434e-05,1,0,0
-4,-0.001018,1,1,6,0.00014549,7.298e-05,1,0,0
-3,-0.001018,1,1,6,0.00016838,8.7363e-05,1,0,0
-2,-0.001018,1,1,6,0.00020731,0.00011112,1,0,0
-1,-0.001018,1,1,6,0.00023941,0.00016579,1,0,0
0,-0.001018,1,1,6,0.00024607,0.00024607,1,0,0
1,-0.001018,1,1,6,0.00025273,0.00016579,1,0,0
2,-0.001018,1,1,6,0.0001957,0.00011112,1,0,0
3,-0.001018,1,1,6,0.00014788,8.7363e-05,1,0,0
4,-0.001018,1,1,6,0.00010724,7.298e-05,1,0,0
